Functions sorted by metric: Inclusive Bytes Leaked

Incl.     Incl.  Incl.      Incl.         Name
Bytes     Leaks  Bytes      Allocations
Leaked           Allocated
       0     0       26384      21        PyModule_AddObjectRef
       0     0        6712       6        PyNumber_Or
       0     0       65152      12        PyObject_Call
       0     0        2656       3        PyObject_CallFunctionObjArgs
       0     0        5184       2        PyObject_Dir
       0     0       37424     847        PyObject_GenericGetAttr
       0     0       28112      20        PyObject_GenericSetAttr
       0     0        8572     269        PyObject_GetAttrString
       0     0       37280      29        PyObject_SetAttr
       0     0       76960      18        PyObject_SetAttrString
       0     0       19164     795        PyObject_VectorcallMethod
       0     0       37064    1460        PySeqIter_New
       0     0        1192      42        PySequence_Fast.warm
       0     0        2592       1        PySequence_List
       0     0         664      20        PySequence_Tuple
       0     0         128       2        PySequence_Tuple.cold
       0     0         320      10        PyStructSequence_New
       0     0          40       1        PyThread_GetInfo
       0     0         488       8        PyTuple_New.cold
       0     0         192       8        PyTuple_Pack
       0     0      448512     147        PyUnicode_Decode
       0     0      444640       1        PyUnicode_DecodeUTF8Stateful
       0     0      242132   10086        PyUnicode_FromFormat
       0     0       63968       5        PyUnicode_InternFromString
       0     0       34884    1175        PyUnicode_New
       0     0        1824      76        PyWeakref_NewRef
       0     0          80       2        Py_BuildValue.cold
       0     0        3004      39        Py_DecodeLocale
       0     0         472       1        Py_fopen
       0     0         232       2        _CONF_new_data
       0     0        2316     104        _CONF_new_section
       0     0        5120       2        _IO_default_uflow
       0     0       18432       6        _IO_doallocbuf
       0     0       18432       6        _IO_file_doallocate
       0     0        4096       1        _IO_file_seekoff
       0     0       10240       4        _IO_file_underflow
       0     0        4096       1        _IO_getline_info
       0     0         140       2        _IntTupleFromSsizet
       0     0        8224       1        _PyAST_FunctionDef.warm
       0     0        8224       1        _PyAST_alias.warm
       0     0      164480      20        _PyArena_New
       0     0        2832      36        _PyArgv_AsWstrList
       0     0        2288       2        _PyBuiltin_Init
       0     0        4256       2        _PyBuiltins_AddExceptions
       0     0      112632    4686        _PyBytesWriter_Finish
       0     0      112632    4686        _PyBytes_FromHex
       0     0       18416      22        _PyCodegen_AddReturnAtEnd
       0     0        8800       1        _PyCodegen_AddReturnAtEnd.warm
       0     0        8448      11        _PyCompile_DictAddObj
       0     0        2288       2        _PyConfig_AsDict
       0     0        2956      39        _PyConfig_Copy
       0     0        2728      38        _PyConfig_Read
       0     0         252       2        _PyConfig_Read.warm
       0     0        4592       5        _PyDateTime_InitTypes
       0     0          48       2        _PyDict_FromItems
       0     0         104       2        _PyDict_FromItems.cold
       0     0         140       4        _PyDict_FromItems.warm
       0     0        5952     248        _PyDict_FromKeys
       0     0       52216      44        _PyDict_SetItem_Take2
       0     0       12032     490        _PyErr_SetKeyError
       0     0       36364    1450        _PyErr_SetObject
       0     0         568       1        _PyExc_InitState
       0     0       33984    1416        _PyFrame_ClearExceptCode
       0     0         428       9        _PyImport_FixupBuiltin
       0     0       63652    2549        _PyList_Extend.warm
       0     0        2304      96        _PyLong_FromBytes
       0     0         436       6        _PyMem_RawWcsdup
       0     0        8187       5        _PyModule_CreateInitialized
       0     0       10240       2        _PyObject_CallFunctionVa.llvm.8098019384174469547.warm
       0     0      393468       9        _PyObject_CallMethod
       0     0         568       1        _PyObject_Call_Prepend
       0     0         236       6        _PyObject_GetMethodStackRef
       0     0         720       6        _PyObject_LookupSpecial
       0     0      135574     136        _PyOnceFlag_CallOnceSlow
       0     0       49344       6        _PyPegen_collect_call_seqs.warm
       0     0       82240      10        _PyPegen_constant_from_string.warm
       0     0        3200       1        _PyPegen_constant_from_token
       0     0       24672       3        _PyPegen_get_cmpops
       0     0       16448       2        _PyPegen_get_exprs
       0     0       16448       2        _PyPegen_make_arguments
       0     0       57568       7        _PyPegen_number_token.warm
       0     0       16448       2        _PyPegen_singleton_seq.warm
       0     0        1890      25        _PyPreConfig_Read
       0     0        2048       1        _PySet_AddTakeRef
       0     0        6070       6        _PySignal_Init
       0     0       62208    2592        _PyStack_UnpackDict
       0     0        1648       2        _PyStructSequence_InitBuiltinWithFlags
       0     0       21224      19        _PyStructSequence_NewType
       0     0        2072       7        _PyThreadState_Attach
       0     0       26664       2        _PyTokenizer_FromFile
       0     0      347015      23        _PyTokenizer_FromUTF8
       0     0       18472       1        _PyTokenizer_tok_new
       0     0         832       8        _PyTraceMalloc_Init
       0     0         108       1        _PyTraceMalloc_Start
       0     0         384       3        _PyTraceMalloc_Stop.cold
       0     0       54844     788        _PyTraceMalloc_TraceRef
       0     0         152       4        _PyTuple_FromStackRefStealOnSuccess
       0     0       44736    1864        _PyType_AllocNoTrack
       0     0         336      14        _PyType_GetSubclasses
       0     0       47033      43        _PyTypes_InitTypes
       0     0       31764      23        _PyTypes_InitTypes.warm
       0     0        3872     146        _PyUnicode_FromUCS1.warm
       0     0       57408     785        _PyUnicode_InitStaticStrings
       0     0       12992       1        _PyUnicode_InternImmortal
       0     0        1384       8        _PyXI_Init
       0     0       17920      11        _Py_CArray_EnsureCapacity.warm
       0     0         768       1        _Py_CreateMonitoringObject
       0     0         220       7        _Py_HandlePending
       0     0        2072       7        _Py_InitializeRecursionLimits
       0     0        1890      25        _Py_PreInitializeFromPyArgv
       0     0          22       2        _Py_SetFileSystemEncoding
       0     0        3071       2        _Py_VaBuildStack
       0     0         264       1        _Py_abspath
       0     0       32896       4        _Py_asdl_arg_seq_new.warm
       0     0       24672       3        _Py_asdl_int_seq_new.warm
       0     0         280       4        _Py_bytes_find.cold
       0     0         624       6        _Py_hashtable_new_full
       0     0       33184    1037        _Py_hashtable_set
       0     0       31764      23        _Py_initialize_generic
       0     0        2764      27        _Py_type_getattro
       0     0        2832       6        _Py_wfopen
       0     0       10168     406        _TAIL_CALL_BINARY_OP_ADD_INT.llvm.641356221097560969
       0     0          80       2        _TAIL_CALL_BINARY_OP_ADD_INT.llvm.641356221097560969.cold
       0     0        8884     328        _TAIL_CALL_BINARY_OP_INPLACE_ADD_UNICODE.llvm.641356221097560969
       0     0       71728    2982        _TAIL_CALL_BINARY_OP_SUBSCR_DICT.llvm.641356221097560969
       0     0       69200    2868        _TAIL_CALL_BINARY_OP_SUBSCR_LIST_SLICE.llvm.641356221097560969
       0     0       39896    1641        _TAIL_CALL_BINARY_SLICE.llvm.641356221097560969
       0     0       12912     192        _TAIL_CALL_BUILD_LIST.llvm.641356221097560969.cold
       0     0        3900      60        _TAIL_CALL_BUILD_MAP.llvm.641356221097560969.cold
       0     0      241664    9985        _TAIL_CALL_BUILD_SET.llvm.641356221097560969
       0     0       12784     502        _TAIL_CALL_BUILD_TUPLE.llvm.641356221097560969
       0     0       17408     254        _TAIL_CALL_BUILD_TUPLE.llvm.641356221097560969.cold
       0     0          92       2        _TAIL_CALL_CALL.llvm.641356221097560969.cold
       0     0         220       7        _TAIL_CALL_CALL.llvm.641356221097560969.warm
       0     0       68836    2465        _TAIL_CALL_CALL_ALLOC_AND_ENTER_INIT.llvm.641356221097560969
       0     0        2688      88        _TAIL_CALL_CALL_ISINSTANCE.llvm.641356221097560969
       0     0         140       2        _TAIL_CALL_CALL_LEN.llvm.641356221097560969.cold
       0     0        6452     266        _TAIL_CALL_CALL_NON_PY_GENERAL.llvm.641356221097560969.warm
       0     0          48       2        _TAIL_CALL_CALL_PY_GENERAL.llvm.641356221097560969
       0     0         220       4        _TAIL_CALL_CALL_PY_GENERAL.llvm.641356221097560969.cold
       0     0        2256      94        _TAIL_CALL_CALL_STR_1.llvm.641356221097560969
       0     0         792      22        _TAIL_CALL_CALL_TUPLE_1.llvm.641356221097560969
       0     0       13056       4        _TAIL_CALL_DICT_UPDATE.llvm.641356221097560969.warm
       0     0       49828    1910        _TAIL_CALL_GET_ITER.llvm.641356221097560969
       0     0       18508      55        _TAIL_CALL_LOAD_ATTR.llvm.641356221097560969
       0     0      723004   30109        _TAIL_CALL_MAKE_CELL.llvm.641356221097560969
       0     0       52216      44        _TAIL_CALL_MAP_ADD.llvm.641356221097560969
       0     0       45056       4        _TAIL_CALL_SET_ADD.llvm.641356221097560969.warm
       0     0      239712    9988        _TAIL_CALL_SET_FUNCTION_ATTRIBUTE.llvm.641356221097560969
       0     0        8512     313        _TAIL_CALL_SET_UPDATE.llvm.641356221097560969
       0     0        2288       2        _TAIL_CALL_STORE_ATTR.llvm.641356221097560969
       0     0      170432     122        _TAIL_CALL_STORE_NAME.llvm.641356221097560969
       0     0        1188      38        _TAIL_CALL_STORE_SLICE.llvm.641356221097560969
       0     0        4568       2        __nss_files_fopen
       0     0        7492     206        _abc__abc_subclasscheck
       0     0         144       6        _abc__abc_subclasscheck.warm
       0     0         992       1        _abcmodule_exec
       0     0       76960      18        _add_methods_to_object
       0     0        2592     108        _add_to_weak_set
       0     0     8521916     133        _buffered_init
       0     0         156       3        _buffered_raw_tell
       0     0        2104       2        _bz2_exec
       0     0         674      44        _extensions_cache_find_unlocked.llvm.2181682052642484514
       0     0        5320       5        _functools_exec
       0     0       69024       8        _gather_93_rule
       0     0         425      10        _hashlib_openssl_md5
       0     0         429      10        _hashlib_openssl_sha1
       0     0         445      10        _hashlib_openssl_sha224
       0     0        1933      30        _hashlib_openssl_sha256
       0     0         765      10        _hashlib_openssl_sha3_224
       0     0         765      10        _hashlib_openssl_sha3_256
       0     0         765      10        _hashlib_openssl_sha3_384
       0     0         765      10        _hashlib_openssl_sha3_512
       0     0         549      10        _hashlib_openssl_sha512
       0     0         765      10        _hashlib_openssl_shake_128
       0     0         765      10        _hashlib_openssl_shake_256
       0     0     8259604     127        _io_BufferedReader___init__
       0     0      262312       6        _io_BufferedWriter___init__
       0     0         156       3        _io_FileIO_tell.warm
       0     0        2544       2        _json_exec
       0     0          24      24        _list_extend.warm
       0     0        3280       3        _locale_exec
       0     0        4568       2        _nss_files_getpwuid_r
       0     0         768       1        _opcode_exec
       0     0        2048       1        _openssl_hash_name_mapper
       0     0       15614      14        _pickle_exec
       0     0         116       2        _sre_SRE_Match_end.cold
       0     0        2840     116        _sre_SRE_Match_expand
       0     0        2840     116        _sre_SRE_Match_expand_impl
       0     0       27936    1164        _sre_SRE_Match_groupdict
       0     0       25196    1028        _sre_SRE_Match_groups
       0     0       20358     591        _sre_SRE_Match_groups.cold
       0     0         488       8        _sre_SRE_Match_span
       0     0       33272     834        _sre_SRE_Pattern_finditer
       0     0        6852      18        _sre_SRE_Pattern_fullmatch.warm
       0     0       40698     864        _sre_SRE_Pattern_scanner
       0     0        6852      18        _sre_SRE_Scanner_match.cold
       0     0         720      30        _sre_template
       0     0        3016       3        _structmodule_exec
       0     0        8224       1        _tmp_163_rule
       0     0       75616       1        _tmp_27_rule
       0     0         108       1        _tracemalloc_start
       0     0         384       3        _tracemalloc_stop
       0     0         768       1        _types_exec
       0     0        6416       6        _zstd_exec
       0     0       26696      17        add_subclass
       0     0        2376      81        alg_copy
       0     0       24672       3        arguments_rule.warm
       0     0       16656     168        ascii_upper_or_lower
       0     0        5552       3        astmodule_exec
       0     0        1984       2        binascii_exec
       0     0        1984       2        blake2_exec
       0     0        8224       1        block_rule.warm
       0     0       17556     671        bounded_lru_cache_wrapper
       0     0        5184       2        builtin_dir
       0     0       19008     792        builtin_getattr
       0     0        1028      40        builtin_hasattr
       0     0       63880    2656        builtin_hash
       0     0        5668     130        builtin_isinstance
       0     0        7636     212        builtin_issubclass
       0     0         208       2        builtin_next
       0     0        6864       6        builtin_setattr
       0     0       61104    2546        builtin_sorted
       0     0         864      36        builtin_sorted.warm
       0     0       15648     652        bytearray___init__
       0     0         332      10        bytearray_ass_subscript_lock_held
       0     0         280       4        bytearray_find
       0     0      133874      12        bytearray_iconcat
       0     0      149522     664        bytearray_resize_lock_held
       0     0        6482     208        bytearray_subscript
       0     0        1870      12        bytearray_translate
       0     0     1486585     402        bytes_concat
       0     0      444640       1        bytes_decode
       0     0       24716    1026        bytes_subscript
       0     0        1800       3        calculate_stackdepth
       0     0         288      12        case_operation
       0     0       10944       4        codegen_argannotation
       0     0        1136       2        codegen_call_simple_kw_helper
       0     0        8800       1        codegen_comprehension.warm
       0     0       81488       7        codegen_make_closure
       0     0       17600       1        codegen_sync_comprehension_generator.warm
       0     0       17600       1        codegen_unwind_fblock
       0     0       17600       1        codegen_unwind_fblock_stack
       0     0        1704       3        codegen_visit_annexpr
       0     0       51249      15        codegen_visit_expr.llvm.15361129890650386624.cold
       0     0        7368       7        collections_exec
       0     0       17556     671        compile_template
       0     0         212       6        compile_template.warm
       0     0       41120       5        compound_stmt_rule.warm
       0     0        2324      15        config_dict_get_wstr
       0     0          48       2        context_deinit_objs
       0     0         568       1        convertenviron
       0     0      393468       9        create_stdio
       0     0        4984      52        decode_current_locale.llvm.13385718362208694059
       0     0         380       5        decode_to_dict
       0     0          48       1        def_create
       0     0        6456     258        dict_iter.llvm.12219610630884000974
       0     0       19008     792        dict_keys
       0     0      104384    2459        dict_merge.llvm.12219610630884000974
       0     0        1520       1        dict_merge.llvm.12219610630884000974.warm
       0     0        3240       5        dict_setdefault
       0     0        3240       5        dict_setdefault_ref_lock_held
       0     0         468      12        dict_subscript
       0     0       17840       7        dict_update
       0     0       43888      11        dict_update_common
       0     0         140       4        dict_values
       0     0      114264    4321        dict_vectorcall
       0     0        1088       2        dictbytype
       0     0        3936     164        dictiter_new
       0     0       19008     792        dictkeys_iter
       0     0        8224       1        disjunction_rule.warm
       0     0          56       1        do_engine_lock_init_ossl_
       0     0        3071       2        do_mkvalue.llvm.9041522965876994332
       0     0      232064      14        elif_stmt_rule
       0     0       32896       4        elif_stmt_rule.warm
       0     0       94144       6        else_block_rule
       0     0          72       3        engine_cleanup_add_last
       0     0         224       1        engine_load_dynamic_int
       0     0         224       1        engine_load_padlock_int
       0     0         352       5        engine_load_rdrand_int
       0     0          56       1        env_to_dict
       0     0        4220      19        evp_md_init_internal
       0     0       21505      23        exec_code_in_module
       0     0       20696     860        expand_template
       0     0        5552       3        fcntl_exec
       0     0        4096       1        fgets
       0     0        4096       1        file_gets
       0     0        5664      12        fopen
       0     0        4096       1        fread
       0     0        1024       1        fscanf
       0     0        4096       1        fseeko
       0     0       16760       9        func_descr_get
       0     0         172       5        gc_collect_main.llvm.16828873478132220137
       0     0          48       2        gc_collect_main.llvm.16828873478132220137.warm
       0     0        1504      50        get_evp_method_from_store
       0     0        5600       5        getdelim
       0     0         264       1        getpath_abspath
       0     0        2256       2        grpmodule_exec
       0     0         992       1        hashlib_exception
       0     0         568       1        hashlib_init_constructors
       0     0         992       1        hashlib_init_evptype
       0     0         992       1        hashlib_init_evpxoftype
       0     0         992       1        hashlib_init_hmactype
       0     0         384       3        hashtable_rehash
       0     0         604      40        import_find_extension
       0     0         114       3        import_run_extension.warm
       0     0        3192       2        import_star.llvm.13489733904191273917
       0     0       54097      52        init_static_type.llvm.15860693131918921554
       0     0      135574     136        init_types.llvm.2717244887918708593
       0     0         164       4        ins1.llvm.14879726281964509088
       0     0          48       2        insert_to_emptydict.llvm.12219610630884000974
       0     0         220       7        invoke_gc_callback
       0     0       34538      35        iomodule_exec
       0     0      138316    5698        iter_iternext
       0     0       36128       4        kwarg_or_starred_rule
       0     0       49344       6        kwarg_or_starred_rule.warm
       0     0       69024       8        kwargs_rule
       0     0        1800       3        label_exception_targets
       0     0        6264      54        lh_QUERY_new
       0     0        5368     216        list_inplace_concat
       0     0         164       4        list_insert
       0     0         280       4        list_iter.cold
       0     0         376       8        list_iter.warm
       0     0         500       8        list_new_prealloc.cold
       0     0      119924    4994        list_remove
       0     0        4176     174        list_repeat
       0     0        8224       1        list_rule
       0     0       16448       2        list_rule.warm
       0     0       69512    2877        list_slice_lock_held.llvm.14879726281964509088
       0     0       69512    2877        list_slice_subscript.llvm.14879726281964509088
       0     0        3552     148        list_sort
       0     0        3552     148        list_sort_impl.llvm.14879726281964509088
       0     0       36364    1450        list_subscript
       0     0         256       8        long_alloc.llvm.1956027479984216653
       0     0        2408      98        long_to_decimal_string
       0     0         980      14        long_vectorcall
       0     0        9536     314        make_new_set.llvm.17513995621600767884.warm
       0     0      110624     113        make_type
       0     0         900      26        map_vectorcall
       0     0       19008     792        mappingproxy_keys
       0     0       46044    1404        match_getslice_by_index.warm
       0     0        4096       1        maybe_pyc_file
       0     0          96       4        mbuf_add_incomplete_view
       0     0        7872     328        mbuf_add_view.llvm.2953660286368336706
       0     0         288      12        memory_subscript
       0     0       15412     636        memoryview
       0     0          96       4        memoryview_cast
       0     0      119066     219        memoryview_tobytes
       0     0        4452      59        method_get
       0     0       10452     124        method_get.cold
       0     0       11996     218        method_vectorcall.llvm.2713541651561662277
       0     0       43124    1250        method_vectorcall_VARARGS.llvm.2646309998738843403
       0     0        2592       1        module_dir
       0     0       38568    1539        new_keys_object.llvm.12219610630884000974
       0     0         288       3        o_names_init_ossl_
       0     0        7636     212        object_issubclass.llvm.5400310097824892891
       0     0        8356     218        object_recursive_isinstance.llvm.5400310097824892891
       0     0      360976      11        opendir
       0     0       14272     514        openssl_add_all_ciphers_int
       0     0        3288     137        openssl_add_all_digests_int
       0     0        3096       3        operator_exec
       0     0        1856       3        optimize_load_fast
       0     0         124       1        os_get_terminal_size
       0     0          48       1        ossl_crypto_condvar_new
       0     0          40       1        ossl_crypto_mutex_new
       0     0         304       4        ossl_decoder_cache_new
       0     0          56       1        ossl_do_ex_data_init
       0     0          96       4        ossl_err_load_ASYNC_strings
       0     0        1104      46        ossl_err_load_BIO_strings
       0     0         528      22        ossl_err_load_BN_strings
       0     0        2544     106        ossl_err_load_CMP_strings
       0     0        2376      99        ossl_err_load_CMS_strings
       0     0         240      10        ossl_err_load_COMP_strings
       0     0         648      27        ossl_err_load_CONF_strings
       0     0         696      29        ossl_err_load_CRMF_strings
       0     0         744      31        ossl_err_load_CRYPTO_strings
       0     0         408      17        ossl_err_load_CT_strings
       0     0         744      31        ossl_err_load_DH_strings
       0     0         384      16        ossl_err_load_DSA_strings
       0     0         384      16        ossl_err_load_DSO_strings
       0     0        1824      76        ossl_err_load_EC_strings
       0     0         840      35        ossl_err_load_ENGINE_strings
       0     0         216       9        ossl_err_load_ESS_strings
       0     0        8960      33        ossl_err_load_HTTP_strings
       0     0          72       3        ossl_err_load_OBJ_strings
       0     0         576      24        ossl_err_load_OSSL_STORE_strings
       0     0         816      34        ossl_err_load_PEM_strings
       0     0         504      21        ossl_err_load_PKCS12_strings
       0     0         912      38        ossl_err_load_PKCS7_strings
       0     0         264      11        ossl_err_load_PROP_strings
       0     0        3480     145        ossl_err_load_PROV_strings
       0     0        1080      45        ossl_err_load_RAND_strings
       0     0        2992      83        ossl_err_load_RSA_strings
       0     0         336      14        ossl_err_load_SM2_strings
       0     0         936      39        ossl_err_load_TS_strings
       0     0         312      13        ossl_err_load_UI_strings
       0     0        1728      72        ossl_err_load_X509V3_strings
       0     0        1080      45        ossl_err_load_X509_strings
       0     0          48       2        ossl_ht_flush_internal
       0     0          48       2        ossl_ht_free
       0     0         448       5        ossl_ht_new
       0     0       14344     517        ossl_init_add_all_ciphers_ossl_
       0     0        3360     140        ossl_init_add_all_digests_ossl_
       0     0         112       2        ossl_init_base_ossl_
       0     0         224       1        ossl_init_engine_dynamic_ossl_
       0     0         224       1        ossl_init_engine_padlock_ossl_
       0     0         280       2        ossl_init_engine_rdrand_ossl_
       0     0          48       2        ossl_lib_ctx_default_deinit
       0     0          32       1        ossl_load_builtin_compressions
       0     0           1       1        ossl_method_construct_postcondition
       0     0         231       8        ossl_method_store_add.warm
       0     0        4672      84        ossl_method_store_do_all
       0     0        1504      50        ossl_method_store_fetch
       0     0         768      16        ossl_method_store_new
       0     0         576       8        ossl_namemap_new
       0     0         167       6        ossl_parse_property
       0     0        1504      50        ossl_parse_query
       0     0          64       2        ossl_prop_defn_set
       0     0         232       2        ossl_property_defns_new
       0     0         632       8        ossl_property_string_data_new
       0     0          72       2        ossl_prov_conf_ctx_new
       0     0          72       2        ossl_prov_drbg_nonce_ctx_new
       0     0           1       1        ossl_provider_set_operation_bit
       0     0         256       5        ossl_provider_store_new
       0     0         269       5        ossl_rand_ctx_new
       0     0        2376      81        ossl_sa_doall_arg
       0     0          48       2        ossl_stored_namemap_free
       0     0         576       8        ossl_stored_namemap_new
       0     0         120       3        ossl_threads_ctx_new
       0     0          47       2        parse_value
       0     0       65152      12        partial_call
       0     0       20112     838        pattern_groupindex
       0     0      202176    2088        pattern_new_match
       0     0       40698     864        pattern_scanner
       0     0        2592     108        pattern_subx.warm
       0     0        3224      31        posix_do_stat
       0     0       19712      17        posixmodule_exec
       0     0          72       3        provider_conf_init
       0     0          32       1        provider_conf_params_internal
       0     0         440       6        provider_new
       0     0         184       2        pthread_attr_setaffinity_np
       0     0        2072       7        pthread_getattr_np
       0     0        1272       1        pwdmodule_exec
       0     0      648256     208        py_encode_basestring_ascii
       0     0        3032      44        range_iter.cold
       0     0         188       4        range_iter.warm
       0     0        3600       6        remove_unreachable
       0     0        3200       5        resolve_line_numbers
       0     0        3848       4        resource_exec
       0     0         320      10        resource_getrusage_impl
       0     0        6644     274        reversed_new_impl
       0     0        9216     384        rsplit
       0     0       12288       6        set_add
       0     0        6144       5        set_or
       0     0        2048       1        set_union
       0     0        6320       4        setup_confname_table
       0     0         784       7        sha256_dupctx
       0     0         432       1        sha3_224_newctx
       0     0         432       1        sha3_256_newctx
       0     0         432       1        sha3_384_newctx
       0     0         432       1        sha3_512_newctx
       0     0         432       1        shake_128_newctx
       0     0         432       1        shake_256_newctx
       0     0        3784       3        signal_module_exec
       0     0        8224       1        simple_stmt_rule.cold
       0     0       32896       4        single_subscript_attribute_target_rule.warm
       0     0       98688      12        slice_rule
       0     0       98688      12        slices_rule
       0     0        3492      41        slot_mp_ass_subscript
       0     0        9484     378        slot_mp_subscript
       0     0         568       1        slot_nb_or
       0     0      138316    5698        slot_sq_item
       0     0         568       1        slot_tp_call
       0     0       63880    2656        slot_tp_hash
       0     0        4560       3        slot_tp_setattro
       0     0       46080    1920        split.llvm.15414398618286582215
       0     0      281036     740        sre_search.warm
       0     0      171300     450        sre_ucs2_match
       0     0         448      14        stack_to_property_list
       0     0       65792       8        star_expression_rule.warm
       0     0       57568       7        star_target_rule.warm
       0     0        2288       2        stat_exec
       0     0      513580     361        stringlib_bytes_join.llvm.10812504356608503187
       0     0       16896     180        stringlib_upper
       0     0       57568       7        strings_rule.warm
       0     0       12080       6        symtable_visit_annotations
       0     0      165856      21        term_rule.warm
       0     0        6192       6        thread_module_exec
       0     0        2952       2        time_exec
       0     0         992       1        tokenizemodule_exec
       0     0        1968      82        tolist_base
       0     0         608      12        traceback_get_frames
       0     0         384       3        tracemalloc_clear_traces_unlocked.llvm.2866044777775681569
       0     0         208       2        tracemalloc_copy_domains
       0     0      125328    2510        tracemalloc_copy_trace
       0     0      125536    2512        tracemalloc_copy_traces
       0     0         608      12        tracemalloc_get_frame
       0     0        8224       1        tuple_rule.warm
       0     0       22944      24        type_add_method.llvm.15860693131918921554
       0     0         768       1        type_get_annotations
       0     0        9168       9        type_setattro
       0     0         950       1        unicode_decode_utf8_impl.llvm.15414398618286582215
       0     0      242036   10082        unicode_from_format.llvm.15414398618286582215
       0     0       19887      19        unicode_join
       0     0        9216     384        unicode_rsplit
       0     0       46184    1922        unicode_split
       0     0       24664     666        unicode_subscript
       0     0        3872     146        unicode_vectorcall
       0     0         524      11        update_global_state_for_extension.llvm.2181682052642484514
       0     0         568       1        vectorcall_maybe
       0     0         768       1        wrap_descr_get
       0     0       26048       4        wrap_init
       0     0        2304       3        wrap_objobjargproc
       0     0        4560       3        wrap_setattr
       0     0       21840       6        wrapperdescr_call
       0     0         392       7        xid_lookup_init.llvm.12030803852656971187
       0     0        6596       8        zlib_exec

